day,product_title,orders,gross_sales,discounts,returns,net_sales,total_sales
2021-06-05,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-06,,0,0.000,0.000,0.000,0.000,0.000
2021-06-07,Bordeaux Peplum + Dress - KNIT,2,18.000,0.000,0.000,18.000,18.000
2021-06-07,Ainsley Pinafore,2,18.000,-6.300,0.000,11.700,11.700
2021-06-07,Penny Blouse,1,9.000,-3.150,0.000,5.850,5.850
2021-06-07,Hastings Vest,1,9.000,-3.150,0.000,5.850,5.850
2021-06-07,Agatha Top + Dress,3,27.000,-9.450,0.000,17.550,17.550
2021-06-07,Long Island Top - KNIT,3,27.000,-9.450,0.000,17.550,18.070
2021-06-07,Macy Pinafore,2,18.000,-6.300,0.000,11.700,11.700
2021-06-07,Laurel Blouse,4,36.000,-12.600,0.000,23.400,23.400
2021-06-07,Lottie Bonnet,1,6.000,-2.100,0.000,3.900,3.900
2021-06-07,Marlow Bundle,3,36.000,-12.600,0.000,23.400,23.400
2021-06-07,Mae Dress,1,9.000,-3.150,0.000,5.850,5.850
2021-06-07,Lola Blouse,3,27.000,-9.450,0.000,17.550,17.550
2021-06-07,Angelica Blouse + Dress,3,27.000,-9.450,0.000,17.550,17.550
2021-06-07,Camden Dress,3,18.000,-6.300,0.000,11.700,11.700
2021-06-07,Livie Tank + Dress,2,18.000,-6.300,0.000,11.700,11.700
2021-06-07,Mona Shorts,4,36.000,-12.600,0.000,23.400,23.400
2021-06-07,Louisa Pinafore,3,27.000,-9.450,0.000,17.550,17.550
2021-06-07,Cora Blouse,2,18.000,-6.300,0.000,11.700,11.700
2021-06-07,Marlow Dress,1,9.000,-3.150,0.000,5.850,5.850
2021-06-07,Hazel Tunic,1,9.000,-3.150,0.000,5.850,5.850
2021-06-07,Duchess Dress,2,18.000,-6.300,0.000,11.700,11.700
2021-06-07,Melbourne Romper,1,9.000,-3.150,0.000,5.850,5.850
2021-06-08,Mae Dress,1,9.000,-3.150,0.000,5.850,5.850
2021-06-08,Louisa Pinafore,1,9.000,-3.150,0.000,5.850,5.850
2021-06-08,Hazel Tunic,1,9.000,-3.150,0.000,5.850,5.850
2021-06-09,,0,0.000,0.000,0.000,0.000,0.000
2021-06-10,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-06-10,Camden Dress,1,6.000,0.000,0.000,6.000,6.000
2021-06-10,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-06-11,,0,0.000,0.000,0.000,0.000,0.000
2021-06-12,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-13,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2021-06-14,,0,0.000,0.000,0.000,0.000,0.000
2021-06-15,,0,0.000,0.000,0.000,0.000,0.000
2021-06-16,,0,0.000,0.000,0.000,0.000,0.000
2021-06-17,Livie Tank + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-17,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-18,,0,0.000,0.000,0.000,0.000,0.000
2021-06-19,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2021-06-20,,0,0.000,0.000,0.000,0.000,0.000
2021-06-21,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-06-22,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-23,,0,0.000,0.000,0.000,0.000,0.000
2021-06-24,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2021-06-24,Agatha Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-25,Marlow Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-26,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-06-26,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-06-26,Marlow Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-26,Ainsley Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-06-27,,0,0.000,0.000,0.000,0.000,0.000
2021-06-28,,0,0.000,0.000,0.000,0.000,0.000
2021-06-29,Livie Tank + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-06-29,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-06-29,Louisa Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-06-30,,0,0.000,0.000,0.000,0.000,0.000
2021-07-01,,0,0.000,0.000,0.000,0.000,0.000
2021-07-02,,0,0.000,0.000,0.000,0.000,0.000
2021-07-03,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-04,,0,0.000,0.000,0.000,0.000,0.000
2021-07-05,,0,0.000,0.000,0.000,0.000,0.000
2021-07-06,,0,0.000,0.000,0.000,0.000,0.000
2021-07-07,,0,0.000,0.000,0.000,0.000,0.000
2021-07-08,,0,0.000,0.000,0.000,0.000,0.000
2021-07-09,,0,0.000,0.000,0.000,0.000,0.000
2021-07-10,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-07-11,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-07-12,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-07-12,Lottie Bonnet,1,6.000,0.000,0.000,6.000,6.000
2021-07-12,Cora Blouse,2,18.000,0.000,0.000,18.000,18.000
2021-07-12,Camden Dress,4,36.000,0.000,0.000,36.000,36.000
2021-07-12,Birdie Dress,1,10.000,0.000,0.000,10.000,10.000
2021-07-12,Ainsley Pinafore,5,45.000,0.000,0.000,45.000,45.000
2021-07-12,Constance Cape,1,9.000,0.000,0.000,9.000,9.000
2021-07-12,Angelica Blouse + Dress,7,63.000,0.000,0.000,63.000,63.000
2021-07-12,Melbourne Romper,3,27.000,0.000,0.000,27.000,27.000
2021-07-12,Livie Tank + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-12,Lola Blouse,5,45.000,0.000,0.000,45.000,45.000
2021-07-12,Mae Dress,2,18.000,0.000,0.000,18.000,18.000
2021-07-12,Agatha Top + Dress,6,54.000,0.000,0.000,54.000,54.540
2021-07-12,Mona Shorts,4,36.000,0.000,0.000,36.000,36.000
2021-07-12,Marlow Bundle,7,84.000,0.000,0.000,84.000,84.000
2021-07-12,Penny Blouse,4,36.000,0.000,0.000,36.000,36.000
2021-07-12,Hazel Tunic,1,9.000,0.000,0.000,9.000,9.000
2021-07-12,Long Island Top - KNIT,2,18.000,0.000,0.000,18.000,18.000
2021-07-12,Clara Bows,1,6.000,0.000,0.000,6.000,6.000
2021-07-12,Macy Pinafore,8,72.000,0.000,0.000,72.000,72.000
2021-07-12,Hillary Skirt,2,16.000,0.000,0.000,16.000,16.000
2021-07-12,Louisa Pinafore,3,27.000,0.000,0.000,27.000,27.000
2021-07-12,Bordeaux Peplum + Dress - KNIT,9,81.000,0.000,0.000,81.000,81.000
2021-07-13,Cora Blouse,5,45.000,0.000,-9.000,36.000,36.000
2021-07-13,Angelica Blouse + Dress,8,72.000,0.000,-9.000,63.000,63.000
2021-07-13,Marlow Dress,3,27.000,0.000,0.000,27.000,27.000
2021-07-13,,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-13,Camden Dress,5,45.000,0.000,-9.000,36.000,36.000
2021-07-13,Melbourne Romper,3,27.000,0.000,0.000,27.000,27.000
2021-07-13,Mona Shorts,2,18.000,0.000,0.000,18.000,18.000
2021-07-13,Clara Bows,0,0.000,0.000,-6.000,-6.000,-6.000
2021-07-13,Marlow Bundle,6,72.000,0.000,-12.000,60.000,60.000
2021-07-13,Laurel Blouse,4,36.000,0.000,0.000,36.000,36.000
2021-07-13,Ainsley Pinafore,3,27.000,0.000,-9.000,18.000,18.000
2021-07-13,Louisa Pinafore,4,36.000,0.000,0.000,36.000,36.000
2021-07-13,Birdie Dress,3,30.000,0.000,0.000,30.000,30.000
2021-07-13,Lola Blouse,2,18.000,0.000,0.000,18.000,18.000
2021-07-13,Hazel Tunic,2,18.000,0.000,0.000,18.000,18.000
2021-07-13,Hillary Skirt,2,16.000,0.000,0.000,16.000,16.000
2021-07-13,Agatha Top + Dress,4,36.000,0.000,0.000,36.000,36.000
2021-07-13,Livie Tank + Dress,8,72.000,0.000,0.000,72.000,72.000
2021-07-13,Penny Blouse,4,36.000,0.000,0.000,36.000,36.000
2021-07-13,Bordeaux Peplum + Dress - KNIT,14,126.000,0.000,-18.000,108.000,108.000
2021-07-13,Duchess Dress,5,45.000,0.000,0.000,45.000,45.000
2021-07-13,Long Island Top - KNIT,7,63.000,0.000,-9.000,54.000,54.000
2021-07-13,Macy Pinafore,6,54.000,0.000,0.000,54.000,54.000
2021-07-13,Mae Dress,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-14,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-14,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-07-14,Hazel Tunic,1,9.000,0.000,0.000,9.000,9.000
2021-07-14,Melbourne Romper,1,9.000,0.000,0.000,9.000,9.000
2021-07-14,Laurel Blouse,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-15,Marlow Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-15,Ainsley Pinafore,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-15,Bordeaux Peplum + Dress - KNIT,0,0.000,0.000,-36.000,-36.000,-36.000
2021-07-15,Long Island Top - KNIT,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-15,Louisa Pinafore,2,18.000,0.000,-18.000,0.000,0.000
2021-07-15,Birdie Dress,0,0.000,0.000,-20.000,-20.000,-20.000
2021-07-15,Macy Pinafore,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-15,Camden Dress,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-15,Lola Blouse,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-15,Agatha Top + Dress,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-15,Duchess Dress,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-15,Mona Shorts,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-15,Angelica Blouse + Dress,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-16,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-17,Ainsley Pinafore,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-17,Birdie Dress,0,0.000,0.000,-10.000,-10.000,-10.000
2021-07-17,Laurel Blouse,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-17,Melbourne Romper,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-17,Mona Shorts,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-17,Constance Cape,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-17,Marlow Bundle,0,0.000,0.000,-24.000,-24.000,-24.000
2021-07-17,Penny Blouse,1,9.000,0.000,-36.000,-27.000,-27.000
2021-07-17,Livie Tank + Dress,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-17,Duchess Dress,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-17,Macy Pinafore,0,0.000,0.000,-45.000,-45.000,-45.000
2021-07-17,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,-36.000,-27.000,-27.000
2021-07-17,Angelica Blouse + Dress,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-17,Hazel Tunic,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-17,Hillary Skirt,0,0.000,0.000,-8.000,-8.000,-8.000
2021-07-17,Cora Blouse,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-18,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-07-18,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-18,Agatha Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-18,Melbourne Romper,1,9.000,0.000,0.000,9.000,9.000
2021-07-18,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-07-18,Louisa Pinafore,2,18.000,0.000,0.000,18.000,18.000
2021-07-18,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-07-19,Laurel Blouse,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-19,Ainsley Pinafore,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-19,Lola Blouse,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-19,Melbourne Romper,0,0.000,0.000,-36.000,-36.000,-36.000
2021-07-19,Marlow Dress,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-19,Livie Tank + Dress,0,0.000,0.000,-45.000,-45.000,-45.000
2021-07-19,Mona Shorts,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-19,Angelica Blouse + Dress,1,9.000,0.000,-63.000,-54.000,-54.000
2021-07-19,Macy Pinafore,0,0.000,0.000,-54.000,-54.000,-54.000
2021-07-19,Birdie Dress,0,0.000,0.000,-10.000,-10.000,-10.000
2021-07-19,Hillary Skirt,0,0.000,0.000,-8.000,-8.000,-8.000
2021-07-19,Louisa Pinafore,0,0.000,0.000,-36.000,-36.000,-36.000
2021-07-19,Lottie Bonnet,0,0.000,0.000,-6.000,-6.000,-6.000
2021-07-19,Bordeaux Peplum + Dress - KNIT,0,0.000,0.000,-36.000,-36.000,-36.000
2021-07-19,Camden Dress,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-19,Penny Blouse,0,0.000,0.000,-27.000,-27.000,-27.000
2021-07-19,Long Island Top - KNIT,1,9.000,0.000,-27.000,-18.000,-18.000
2021-07-19,Marlow Bundle,0,0.000,0.000,-72.000,-72.000,-72.000
2021-07-19,Agatha Top + Dress,0,0.000,0.000,-63.000,-63.000,-63.540
2021-07-19,Cora Blouse,0,0.000,0.000,-18.000,-18.000,-18.000
2021-07-20,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-07-20,Angelica Blouse + Dress,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-20,Marlow Bundle,0,0.000,0.000,-24.000,-24.000,-24.000
2021-07-20,Agatha Top + Dress,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-20,Long Island Top - KNIT,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-20,Louisa Pinafore,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-20,Lola Blouse,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-20,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,-45.000,-36.000,-36.000
2021-07-20,Macy Pinafore,0,0.000,0.000,-9.000,-9.000,-9.000
2021-07-20,Hillary Skirt,0,0.000,0.000,-8.000,-8.000,-8.000
2021-07-21,Birdie Dress,1,10.000,0.000,0.000,10.000,10.000
2021-07-21,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-07-22,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-07-23,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-07-23,Livie Tank + Dress,2,18.000,0.000,0.000,18.000,18.000
2021-07-24,,0,0.000,0.000,0.000,0.000,0.000
2021-07-25,Bordeaux Peplum + Dress - KNIT,2,18.000,0.000,0.000,18.000,18.000
2021-07-25,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-25,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-07-25,Louisa Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-07-26,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-07-27,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-07-27,Bordeaux Peplum + Dress - KNIT,4,36.000,0.000,0.000,36.000,36.000
2021-07-27,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-07-27,Agatha Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-27,Birdie Dress,1,10.000,0.000,0.000,10.000,10.000
2021-07-27,Hazel Tunic,1,9.000,0.000,0.000,9.000,9.000
2021-07-27,Duchess Dress,3,27.000,0.000,0.000,27.000,27.000
2021-07-27,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-07-27,USPS - A0 file,2,40.000,0.000,0.000,40.000,40.000
2021-07-28,,0,0.000,0.000,0.000,0.000,0.000
2021-07-29,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-07-29,Birdie Dress,1,10.000,0.000,0.000,10.000,10.000
2021-07-29,Hazel Tunic,1,9.000,0.000,0.000,9.000,9.000
2021-07-30,,0,0.000,0.000,0.000,0.000,0.000
2021-07-31,,0,0.000,0.000,0.000,0.000,0.000
2021-08-01,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-01,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-08-02,USPS - A0 file,1,8.000,0.000,0.000,8.000,8.000
2021-08-02,Agatha Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-03,,0,0.000,0.000,0.000,0.000,0.000
2021-08-04,,0,0.000,0.000,0.000,0.000,0.000
2021-08-05,,0,0.000,0.000,0.000,0.000,0.000
2021-08-06,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-06,Bellaire Bottoms - KNIT,3,27.000,0.000,0.000,27.000,27.630
2021-08-06,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-08-07,Bellaire Bottoms - KNIT,7,63.000,0.000,0.000,63.000,63.630
2021-08-08,Clara Bows,1,6.000,0.000,0.000,6.000,6.000
2021-08-08,Bellaire Bottoms - KNIT,3,27.000,0.000,0.000,27.000,27.000
2021-08-09,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-09,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-10,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.720
2021-08-10,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.720
2021-08-10,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-11,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-08-11,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-11,Lola Blouse,1,9.000,0.000,-9.000,0.000,0.000
2021-08-11,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-12,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-08-13,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-08-13,Hillary Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-08-14,,0,0.000,0.000,0.000,0.000,0.000
2021-08-15,,0,0.000,0.000,0.000,0.000,0.000
2021-08-16,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-16,Livie Tank + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-16,Louisa Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-08-16,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-17,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-18,Duchess Dress,2,18.000,0.000,0.000,18.000,18.000
2021-08-18,Sadie Skirt,2,16.000,0.000,0.000,16.000,16.000
2021-08-18,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-08-18,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-18,Constance Cape,1,9.000,0.000,0.000,9.000,9.000
2021-08-19,Hazel Tunic,1,9.000,0.000,0.000,9.000,9.000
2021-08-19,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-20,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-21,,0,0.000,0.000,0.000,0.000,0.000
2021-08-22,,0,0.000,0.000,0.000,0.000,0.000
2021-08-23,,0,0.000,0.000,0.000,0.000,0.000
2021-08-24,,0,0.000,0.000,0.000,0.000,0.000
2021-08-25,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-26,,0,0.000,0.000,0.000,0.000,0.000
2021-08-27,,0,0.000,0.000,0.000,0.000,0.000
2021-08-28,,0,0.000,0.000,0.000,0.000,0.000
2021-08-29,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-29,Constance Cape,1,9.000,0.000,0.000,9.000,9.000
2021-08-29,Louisa Pinafore,2,18.000,0.000,0.000,18.000,18.000
2021-08-29,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-29,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-29,Birdie Dress,1,10.000,0.000,0.000,10.000,10.000
2021-08-29,Marlow Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-29,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-30,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-08-30,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-08-31,,0,0.000,0.000,0.000,0.000,0.000
2021-09-01,,0,0.000,0.000,0.000,0.000,0.000
2021-09-02,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-09-03,,0,0.000,0.000,0.000,0.000,0.000
2021-09-04,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-04,Clara Bows,1,6.000,0.000,0.000,6.000,6.360
2021-09-04,Camden Dress,1,9.000,0.000,0.000,9.000,9.540
2021-09-05,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-05,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-09-05,Clara Bows,1,6.000,0.000,0.000,6.000,6.000
2021-09-06,,0,0.000,0.000,0.000,0.000,0.000
2021-09-07,,0,0.000,0.000,0.000,0.000,0.000
2021-09-08,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-09-08,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-09-09,,0,0.000,0.000,0.000,0.000,0.000
2021-09-10,,0,0.000,0.000,0.000,0.000,0.000
2021-09-11,,0,0.000,0.000,0.000,0.000,0.000
2021-09-12,,0,0.000,0.000,0.000,0.000,0.000
2021-09-13,,0,0.000,0.000,0.000,0.000,0.000
2021-09-14,,0,0.000,0.000,0.000,0.000,0.000
2021-09-15,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-09-15,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-16,,0,0.000,0.000,0.000,0.000,0.000
2021-09-17,,0,0.000,0.000,0.000,0.000,0.000
2021-09-18,,0,0.000,0.000,0.000,0.000,0.000
2021-09-19,,0,0.000,0.000,0.000,0.000,0.000
2021-09-20,,0,0.000,0.000,0.000,0.000,0.000
2021-09-21,,0,0.000,0.000,0.000,0.000,0.000
2021-09-22,,0,0.000,0.000,0.000,0.000,0.000
2021-09-23,,0,0.000,0.000,0.000,0.000,0.000
2021-09-24,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-09-24,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-24,Bellaire Bottoms - KNIT,3,27.000,0.000,0.000,27.000,27.000
2021-09-24,Meri Top + Dress,8,72.000,-9.000,0.000,63.000,63.000
2021-09-24,Livie Tank + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-09-24,Long Island Top - KNIT,2,18.000,-9.000,0.000,9.000,9.000
2021-09-24,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.720
2021-09-24,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Hastings Vest,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Hazel Tunic,1,9.000,-9.000,0.000,0.000,0.000
2021-09-25,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Meri Top + Dress,12,108.000,-9.000,0.000,99.000,99.000
2021-09-25,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Lola Blouse,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Long Island Top - KNIT,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Bordeaux Peplum + Dress - KNIT,3,27.000,0.000,0.000,27.000,27.000
2021-09-26,Macy Pinafore,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Meri Top + Dress,4,36.000,0.000,0.000,36.000,36.000
2021-09-26,Livie Tank + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-09-26,Ainsley Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-09-26,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-09-27,Meri Top + Dress,2,18.000,0.000,0.000,18.000,18.000
2021-09-28,Bordeaux Peplum + Dress - KNIT,2,18.000,0.000,0.000,18.000,18.000
2021-09-28,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-09-28,Meri Top + Dress,5,45.000,0.000,0.000,45.000,45.630
2021-09-29,Meri Top + Dress,4,36.000,0.000,0.000,36.000,36.000
2021-09-29,Bordeaux Peplum + Dress - KNIT,1,9.000,-9.000,0.000,0.000,0.000
2021-09-29,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-29,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-09-30,,0,0.000,0.000,0.000,0.000,0.000
2021-10-01,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-10-01,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-01,Meri Top + Dress,4,36.000,0.000,0.000,36.000,36.000
2021-10-01,Bordeaux Peplum + Dress - KNIT,1,9.000,-9.000,0.000,0.000,0.000
2021-10-02,,0,0.000,0.000,0.000,0.000,0.000
2021-10-03,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-03,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-03,Angelica Blouse + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-10-04,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-04,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-04,Sadie Skirt,1,8.000,-8.000,0.000,0.000,0.000
2021-10-05,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-10-05,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-06,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-10-06,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-07,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.630
2021-10-07,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-10-08,Ainsley Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-10-09,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-10-10,,0,0.000,0.000,0.000,0.000,0.000
2021-10-11,,0,0.000,0.000,0.000,0.000,0.000
2021-10-12,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-12,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.630
2021-10-13,,0,0.000,0.000,0.000,0.000,0.000
2021-10-14,,0,0.000,0.000,0.000,0.000,0.000
2021-10-15,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-15,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
